Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
AKAP13	6.499845887	7.73809226	7.038918989	8.199672345	7.54689446	6.044394119	6.087462841	7.754887502	6.569855608	6.672425342	5.977279923	8.59058705	7.768184325	7.262094845	6.832890014	5.727920455	9.599912842	5.87036472	7.087462841	7.857980995	7.873444113	8.517669388	8.174925683	9.01402047	8.076815597	9.424166289	6.044394119	8.271463028	6.539158811	9.525520809	6.982993575	6.523561956	7.515699838	7.442943496	8.184875343	8.330916878	8.33315535	7.864186145	6.768184325	8.77478706	8.301496195	7.820178962	7.727920455	8.011227255	7.672425342	10.08746284	5.930737338	9.493855449	5.044394119	6.06608919	6.62935662	9.002815016	6.459431619	6.839203788	9.074141463	6.285402219	7.599912842	10.16490693	7.851749041	7.087462841	10.52061868	6.459431619	7.682994584	6.636624621	10.85642553	7.764871591	7.076815597	6.707359132	5.906890596	7.108524457	7.392317423	10.94690627	7.413627929	7.475733431	6.607330314	6.754887502	7.451211112	7.189824559	8.184875343	8.808964175	7.294620749	7.539158811	6.169925001	8.54303182	7.651051691	7.21916852	7.87036472	7.854868383	7.909893084	8.424166289	7.942514505	7.581200582	8.727920455	8.071462363	6.14974712	7.199672345	7.335390355	6.672425342	7.584962501	7.499845887	9.854868383	8.419960178	8.016808288
AKT1	6.768184325	7.54689446	8.139551352	8.129283017	7.62935662	6.375039431	6.607330314	7.515699838	6.727920455	6.700439718	6.768184325	8.461479447	7.77478706	7.353146825	6.672425342	6.108524457	9.211888295	6.569855608	7.285402219	7.62935662	8.403012024	8.346513733	7.807354922	9.519636253	7.276124405	9.427312844	6.658211483	9.169925001	7.54689446	9.46760555	7.607330314	6.383704292	7.971543554	8.087462841	8.539158811	8.118941073	8.695228291	8.011227255	7.451211112	8.691743519	8.17990909	7.651051691	7.714245518	8.269126679	6.658211483	9.541096615	7.204571144	9.252665432	5.64385619	6.894817763	6.965784285	9.080817528	10.50779464	7.118941073	8.926295995	6.988684687	6.965784285	10.07414146	7.45532722	7.266786541	7.807354922	6.209453366	7.936637939	8.103287808	10.54254826	7.820178962	7.73470962	7.199672345	6.339850003	7.413627929	7.558420713	11.75405237	7.554588852	8.592457037	8.063395081	6.727920455	7.781359714	7.985841937	8.649256178	8.677719642	7.317412614	8.044394119	6.392317423	8.911391988	8.124121312	7.515699838	8.77148947	7.836050355	7.614709844	7.8008999	11.69544581	9.068778278	7.933690655	8.14974712	6.54689446	7.625708843	8.383704292	7.375039431	7.77478706	7.912889336	9.047123912	8.396604781	8.259743264
AKT3	6.754887502	7.665335917	6.820178962	8.250298418	7.442943496	5.930737338	6	7.77478706	6.700439718	6.77478706	6.022367813	8.451211112	7.761551232	8.068778278	7.159871337	5.882643049	9.588714636	6.965784285	7.204571144	7.851749041	8.30833903	8.449148645	9.481799432	8.851749041	6.845490051	9.471675214	6.139551352	9.147204925	7.087462841	9.481799432	7.22881869	6.033423002	7.6794801	7.451211112	8.14974712	7.451211112	8.495855027	7.924812504	7	10.29576893	9.166163083	7.434628228	7.918863237	8.044394119	6.22881869	10.06474276	6.321928095	9.627533884	5.044394119	7.257387843	6.741466986	8.970105891	6.614709844	6.936637939	9.011227255	6.459431619	7	10.1711768	7.700439718	6.948367232	7.519636253	6.569855608	7.592457037	7.813781191	10.71510401	7.921840937	7.28077077	6.918863237	6.044394119	7.098032083	7.751544059	10.53332973	7.353146825	8.167418146	7.962896005	7.055282436	7.392317423	7.266786541	8.417852515	8.779719355	7.17990909	7.654636029	6.426264755	8.703903573	7.599912842	7.266786541	7.50779464	7.87036472	7.73809226	8.124121312	8.209453366	8.930737338	7.909893084	8.011227255	6.129283017	7.379378367	7.22881869	6.794415866	7.515699838	7.62935662	8.820178962	8.276124405	7.768184325
ALDOA	7.724513853	9.167418146	9.043027284	9.230020436	8.68474862	8.09011242	7.483815777	11.76694294	9.381542951	8.17990909	8.836050355	9.717676423	8.829722735	8.209453366	8.079484784	7.044394119	10.75321675	7.113742166	8.586839788	8.890264277	9.167418146	9.850186838	12.48179943	10.169925	9.579315938	10.78463485	8.204571144	10.31741261	8.044394119	10.54206454	9.22881869	7.011227255	8.656424863	8.426264755	9.324180547	8.73809226	9.498849207	9.063395081	8.14974712	10.10525378	9.253847485	8.129283017	8.672425342	9.022367813	7.326429487	11.0950673	7.45532722	10.78053977	11.94763694	10.56890615	7.426264755	10.03754695	8.055282436	8.14974712	10.34096276	7.906890596	8.187352073	11.28193003	8.571752644	7.836050355	9.011227255	7.807354922	8.59058705	7.689997971	11.87824254	8.853309555	8.383704292	13.72621816	8.776433032	9.222794903	8.751544059	11.12992693	8.638435914	9.011227255	8.73470962	8.306061689	9.266786541	8.654636029	9.802516365	9.832890014	8.317412614	9.411510988	8.084808388	10.5372184	8.8008999	8.717676423	15.08206586	8.902375114	8.857980995	9.787902559	9.084808388	8.573647187	9.5980525	10.08347933	7.238404739	8.355351096	8.154818109	8.044394119	9.298062568	8.469641817	9.907641804	9.283088353	9.022367813
ANXA4	6.426264755	6.87036472	6.022367813	7.339850003	6.768184325	5.285402219	5.459431619	7.087462841	6.044394119	6	5.614709844	7.647458426	6.918863237	6.285402219	6.442943496	5.321928095	8.581200582	5.754887502	6.459431619	6.918863237	7.022367813	7.603626345	5.95419631	8	6.614709844	8.588714636	5.584962501	7.434628228	6.523561956	8.631177056	6.768184325	5.741466986	6.636624621	7.483815777	7.285402219	7.257387843	7.569855608	6.95419631	6.672425342	7.727920455	7.487840034	7.247927513	7.717676423	7.299208018	5.727920455	9.222794903	5.614709844	8.840777924	4.754887502	5.672425342	6.459431619	8.14974712	5.977279923	6.14974712	8.169925001	5.857980995	6.087462841	9.24198315	7.174925683	6.375039431	6.77478706	6.209453366	7.276124405	6.651051691	9.754887502	7.055282436	6.392317423	6.22881869	5.672425342	6.658211483	6.95419631	10.51816136	6.409390936	7.087462841	5.977279923	5.977279923	6.622051819	6.658211483	7.392317423	7.918863237	6.50779464	6.930737338	6.22881869	7.73809226	6.807354922	6.794415866	6.62935662	7.129283017	6.857980995	7.108524457	7.224001674	6.741466986	6.918863237	7.22881869	5.554588852	6.584962501	6.62935662	6.209453366	6.912889336	7.113742166	8.071462363	7.442943496	7.303780748
ANXA6	6.54689446	6.754887502	6.599912842	7.46760555	7.164906927	5.539158811	6.14974712	6.988684687	6.14974712	6.159871337	5.906890596	7.787902559	7.204571144	6.906890596	6.539158811	5.523561956	8.897845456	6.06608919	6.599912842	7.108524457	7.312882955	7.791162889	6.392317423	8.055282436	6.794415866	8.544964433	5.87036472	7.64385619	6.794415866	8.754887502	6.942514505	6.06608919	7.06608919	7.14974712	7.348728154	7.339850003	7.714245518	7.392317423	6.820178962	8.108524457	7.707359132	7.426264755	7.758223215	7.511752654	6.108524457	9.303780748	6.523561956	8.703903573	4.906890596	6.285402219	6.651051691	8.471675214	6.108524457	6.442943496	8.396604781	6.266786541	6.129283017	9.38478375	7.276124405	6.491853096	6.845490051	6.169925001	6.988684687	7.392317423	9.820178962	7.357552005	6.741466986	6.672425342	5.807354922	6.727920455	7.154818109	11.07547915	6.820178962	7.622051819	6.672425342	6.303780748	6.592457037	7.055282436	7.73470962	7.924812504	6.768184325	7.751544059	9.515699838	8.124121312	7.303780748	6.87036472	7.108524457	7.339850003	7.768184325	9.923327485	7.62935662	6.768184325	7.184875343	7.459431619	5.741466986	7.087462841	6.820178962	6.714245518	7	7.392317423	8.154818109	7.965784285	7.523561956
ANXA7	7.303780748	7.741466986	7.46760555	7.851749041	7.531381461	6.491853096	6.54689446	7.832890014	6.857980995	7.22881869	7.84862294	8.396604781	8.700439718	8.129283017	7.651051691	6.129283017	10.11243951	7.027905997	7.383704292	7.651051691	8.074141463	8.348728154	8.20701432	8.710806434	9.426264755	9.712527	6.459431619	8.45532722	7.392317423	9.476746204	7.982993575	6.599912842	7.442943496	8.649256178	8.027905997	8.231221181	8.214319121	8.005624549	8.126704473	8.873444113	8.290018847	7.845490051	8.238404739	8.233619677	7.194756854	9.852529509	6.87036472	9.815383296	5.741466986	7.21916852	7.515699838	8.73470962	7.321928095	7.022367813	9.682994584	7.262094845	7.108524457	9.968666793	7.826548487	7.434628228	7.531381461	7.400879436	7.845490051	7.375039431	10.50581155	8.558420713	7.339850003	9.139551352	7.071462363	7.276124405	8.761551232	10.58025857	7.276124405	8.159871337	8.761551232	7.487840034	7.632995197	7.909893084	8.988684687	8.77478706	7.527477006	8.118941073	7.17990909	8.743151394	7.794415866	7.87036472	7.982993575	7.95419631	8.661778098	8.73809226	9.884170519	7.727920455	7.851749041	8.22881869	6.807354922	7.980139578	7.588714636	7.22881869	7.77807713	8.177419538	8.987264012	8.324180547	8.894817763
AP1S1	6.820178962	7.483815777	6.426264755	7.994353437	7.6794801	6.592457037	6	7.700439718	6.417852515	6.727920455	5.95419631	8.370687407	7.707359132	7.17990909	7.971543554	6.741466986	9.419960178	5.781359714	7.087462841	7.77148947	7.636624621	8.257387843	6.451211112	8.73809226	6.754887502	9.177419538	6.044394119	8.422064766	6.569855608	9.296916207	7.339850003	5.857980995	7.622051819	7.483815777	8.022367813	7.400879436	8.321928095	7.636624621	6.95419631	8.562242424	8.21916852	7.233619677	7.994353437	8.45532722	6.189824559	9.939579214	6	9.565102078	5.285402219	6.022367813	6.599912842	8.885696373	6.651051691	6.864186145	9.231221181	6.189824559	6.87036472	10.01262454	7.965784285	6.754887502	7.596189756	6.044394119	7.614709844	7.033423002	10.58777752	7.668884984	7.033423002	6.665335917	5.906890596	6.965784285	7.527477006	10.17492568	7.092757141	7.434628228	6.50779464	6.169925001	7.118941073	7.159871337	8.06608919	8.445014846	7.159871337	8.174925683	6.426264755	8.442943496	7.451211112	7.194756854	7.06608919	7.724513853	7.569855608	7.761551232	7.794415866	7.396604781	7.997179481	7.820178962	5.906890596	7.22881869	7.055282436	7.303780748	7.199672345	7.577428828	8.73470962	7.988684687	7.577428828
APC	6.169925001	7.924812504	7.076815597	7.607330314	7.321928095	10.64024494	8.465566405	7.991521846	7.611024797	10.25561875	6.294620749	8.64385619	7.714245518	13.75363462	7.686500527	8.348728154	9.022367813	8.731319031	11.03548645	8.076815597	9.390168956	8.118941073	8.182394353	8.118941073	9.355351096	9.31854281	5.930737338	7.894817763	7.714245518	13.47459321	8.440869168	8.992938336	7.569855608	7.159871337	10.73470962	13.17648485	9.21916852	7.487840034	7.832890014	9.22881869	7.479780264	10.83130724	7.857980995	7.285402219	6.087462841	9.501837185	10.48984796	8.73470962	9.813781191	10.89481776	7.375039431	9.303780748	6.491853096	7.044394119	12.35590164	13.09374766	7.632995197	9.978710459	12.00422047	10.46964182	7.754887502	8.159871337	9.558420713	7.299208018	12.76466429	7.339850003	6.73470962	10.97046544	6.247927513	7.891783703	10.48179943	11.46607646	12.97781654	7.599912842	9.812177306	6.768184325	11.42626475	7.06608919	8.45532722	9.410451352	7.247927513	9.842350343	10.45532722	7.864186145	7.658211483	8.581200582	7.011227255	8.552669098	7.103287808	11.12734954	7.266786541	7.139551352	8.477758266	12.38397423	8.638435914	9.027905997	6.832890014	10.53235593	11.94763694	9.813781191	8.366322214	8.296916207	8.055282436
ANXA13	6.159871337	7.011227255	5.95419631	7.388017285	6.906890596	5.426264755	6.209453366	7.071462363	6.033423002	5.95419631	6.011227255	7.665335917	6.912889336	6.475733431	6.409390936	5.392317423	8.607330314	5.672425342	6.409390936	6.930737338	7.14974712	7.761551232	6.339850003	7.909893084	6.129283017	8.731319031	5.475733431	7.339850003	6.906890596	8.594324604	6.832890014	5.807354922	6.781359714	7.159871337	7.257387843	6.988684687	8.095397023	6.977279923	6.321928095	7.813781191	7.375039431	7.209453366	7.46760555	7.209453366	5.700439718	9.20701432	7.826548487	8.729620744	4.807354922	6.845490051	6.845490051	8.315149562	6.442943496	6.285402219	8.245552706	5.894817763	6.276124405	9.266786541	7.54303182	6.409390936	6.826548487	5.554588852	6.781359714	7.044394119	9.700439718	7.113742166	6.475733431	6.400879436	5.554588852	7.658211483	6.754887502	11.42992974	6.523561956	7.108524457	6	5.857980995	6.459431619	7.839203788	7.483815777	7.942514505	6.599912842	6.965784285	6.108524457	7.741466986	6.857980995	6.50779464	6.977279923	7.055282436	6.977279923	9.979425195	7.224001674	6.714245518	7.098032083	7.17990909	5.491853096	6.50779464	6.693486957	6.055282436	6.851749041	7.076815597	8.113742166	7.519636253	7.422064766
ARHGAP30	6.21916852	7.375039431	7.204571144	7	6.442943496	5.727920455	6.392317423	6.894817763	6.459431619	6.562242424	6.409390936	7.266786541	6.87036472	6.491853096	6.383704292	6.864186145	7.813781191	6.348728154	6.6794801	6.554588852	6.888743249	7.22881869	6.366322214	7.569855608	6.807354922	8.038918989	6.108524457	7.224001674	7.247927513	8.303780748	6.965784285	6.22881869	7.14974712	8.038918989	6.794415866	7.592457037	7.636624621	7.224001674	6.8008999	7.129283017	6.942514505	7.459431619	7.434628228	6.882643049	6.276124405	8.703903573	6.392317423	8.108524457	5.339850003	7.665335917	7.14974712	7.787902559	6.129283017	6.599912842	7.566054038	6.321928095	6.303780748	8.710806434	6.741466986	7.87958325	6.614709844	6.087462841	6.584962501	8.383704292	9.019590728	6.942514505	6.531381461	6.62935662	5.807354922	6.727920455	6.965784285	10.70390357	6.375039431	8.566054038	7.06608919	6.392317423	7.159871337	7.022367813	7.447083226	7.426264755	6.971543554	6.924812504	6.21916852	7.515699838	6.857980995	6.826548487	7.21916852	6.906890596	6.768184325	7.159871337	7.139551352	6.459431619	7.17990909	7.169925001	6.409390936	6.845490051	7.005624549	6.599912842	7.076815597	7.199672345	8.060695932	7.442943496	8.076815597
ARRB1	6.499845887	7.233619677	6.087462841	7.118941073	9.101975671	6.768184325	7.366322214	6.839203788	6.087462841	6.475733431	5.977279923	7.459431619	7.607330314	7.055282436	6.87036472	5.584962501	9.216745858	6.636624621	7.055282436	8.321928095	7.471675214	7.761551232	6.169925001	8.59058705	6.672425342	9.09011242	5.727920455	7.885696373	7.519636253	8.652844973	7.665335917	5.754887502	6.857980995	6.672425342	7.055282436	7.038918989	7.607330314	7.06608919	6.622051819	8.46760555	7.54689446	7.326429487	7.832890014	7.224001674	7.174925683	9.053925882	5.906890596	8.622051819	4.977279923	6.189824559	6.22881869	8.038918989	6.044394119	6.209453366	9.023754353	7.499845887	6.22881869	9.1382718	7.577428828	6.491853096	6.686500527	7.64385619	6.807354922	8.335390355	9.509775004	7.971543554	6.714245518	6.247927513	6.475733431	6.321928095	7.491853096	10.07948478	6.614709844	7.826548487	6.54689446	5.95419631	8.337621902	7.247927513	7.487840034	8.087462841	7.622051819	7.554588852	8.434628228	7.807354922	7.930737338	8.11113567	7.392317423	7.189824559	10.23959853	7.724513853	10.08679969	6.794415866	7.727920455	8	6.475733431	7.027905997	8.038918989	6.189824559	6.851749041	6.977279923	7.95419631	7.30833903	7.417852515
ATF4	9.83447105	9.932214752	7.985841937	10.99435344	11.93774162	8.700439718	10.23840474	11.36358725	7.693486957	11.45018025	11.25679839	10.2179577	9.711666974	10.03479896	10.31514956	8.259743264	11.51865316	8.174925683	9.01402047	10.6183855	10.37449615	13.42377249	12.91157924	13.57080444	13.00527366	10.83683936	7.247927513	11.55026581	8.027905997	14.28193003	12.23944936	7.603626345	9.398743692	11.4812949	10.41890673	10.8864587	10.09934781	11.39901083	12.50258321	10.26912668	9.957102042	8.933690655	10.31061278	11.89064428	10.37612539	11.9068906	7.77478706	11.54592977	8.14974712	9.878817285	7.724513853	11.96000193	9.702172685	8.842350343	11.50928017	8.290018847	12.88302507	11.80130419	9.985130373	9.804937672	11.45789384	10.68606275	9.327552644	8.390168956	12.59035313	10.35314683	10.10721708	9.73809226	12.92081805	8.6794801	8.658211483	11.3885555	11.08679969	10.37612539	11.10459875	9.773139207	8.754887502	10.90801726	10.06069593	10.2848241	11.06204614	11.82336724	7.14974712	9.943979914	9.129283017	9.856425529	10.8273427	11.35562639	11.55458885	10.36249181	9.981567282	8.902375114	11.96722626	10.4812949	12.93847694	10.20212382	9.567956075	9.951284715	9.306061689	10.37558251	12.6851868	9.837627933	11.62798978
ATIC	9.791162889	9.060695932	9.135709286	10.81458247	10.87881728	8.992938336	6.942514505	8.562242424	9.523561956	8.152284842	7.475733431	10.36303963	9.995767151	7.661778098	7.942514505	7.087462841	10.90914305	7.584962501	8.092757141	8.787902559	9.221587121	9.54303182	7.539158811	11.8103708	8.686500527	10.45172627	6.754887502	10.38640142	7.95419631	10.40194612	9.597121429	6.658211483	8.73470962	8.556506055	10.11634396	9.329796338	11.62981194	9.364134655	7.988684687	9.761551232	10.39553414	7.703903573	11.33259606	9.550746785	7.294620749	11.78340754	8	10.36029843	6.62935662	7.224001674	7.693486957	10.0768156	7.882643049	8.252665432	11.30378075	10.07547915	8.019590728	11.24228095	8.759888183	7.707359132	8.440869168	9.269126679	10.03960452	9.247927513	11.8482317	8.933690655	8.214319121	8.330916878	13.25273934	10.44086917	8.355351096	11.26209485	9.076815597	10.61976146	7.876516947	8.810571635	9.152284842	8.839203788	9.842350343	9.984418459	8.113742166	9.094077686	8.25502857	9.622051819	9.142107057	8.573647187	8.14974712	8.781359714	10.5526691	9.292321633	9.54689446	9.240791332	9.245552706	9.224001674	6.930737338	8.139551352	9.346513733	8.162391329	8.233619677	8.556506055	10.13891172	9.33315535	8.541096615
ANXA9	9.639340709	10.89860139	12.03548645	10.55698496	10.08214904	8.285402219	11.31628153	10.4429435	8.942514505	9.375039431	9.246740598	11.26737193	11.3777528	9.368506462	9.574593527	7.997179481	12.00299077	8.084808388	10.34983409	11.58072965	10.70087316	11.68540583	9.016808288	12.03531461	9.491853096	12.82992089	10.41996018	11.02928723	10.29634268	12.18068619	10.13314221	10.59712143	10.02375435	10.64024494	10.63934071	9.247927513	11.23601419	11.46275787	10.30263892	11.60385812	11.63344937	10.10066234	9.787902559	10.40301202	8.74819285	12.46989615	8.622051819	11.87766757	7.707359132	8.519636253	8.379378367	11.43175875	9.77148947	9.454299294	11.87709238	8.531381461	9.238404739	12.58002297	11.45018025	9.908392621	10.07815081	8.654636029	10.36413466	12.09127008	13.37340896	11.54544718	10.00702727	9.09934781	8.912889336	9.258566034	9.912140856	12.42600261	10.64565843	10.00982862	10.96866679	9.652844973	11.40886044	9.894059846	10.86263736	11.203348	9.697836358	10.22580994	8.73809226	11.43097517	10.51963625	9.64385619	9.539158811	10.61562964	10.32530546	10.32305476	10.93442804	10.19414124	10.79360331	11.29576893	8.366322214	9.824958741	9.571752644	9.481799432	13.81548337	9.792790294	11.6128685	10.54930337	10.53527538
CTAG1B	6.686500527	8.011227255	6.794415866	7.965784285	8.016808288	6.768184325	6.409390936	7.936637939	7.707359132	7.438791853	6.569855608	8.554588852	8.749869427	7.330916878	8.131856961	6.491853096	9.573647187	6.614709844	7.686500527	7.807354922	11.16270602	10.13442632	6.900866808	8.758223215	6.882643049	9.379378367	6.727920455	8.562242424	7.471675214	9.501837185	7.475733431	6.312882955	7.665335917	8.01402047	8.550746785	7.607330314	8.527477006	9.004220466	7.118941073	8.672425342	8.233619677	7.675957033	7.46760555	7.8008999	6.832890014	10.61562964	11.82177398	9.360847084	6.930737338	6.584962501	7.055282436	8.980139578	7.124121312	7.159871337	12.36632221	9.924812504	6.894817763	9.769837844	7.312882955	7.927777962	8.741466986	6.741466986	7.77148947	12.35397382	10.33650656	9.049848549	7.810571635	7.361943774	6.95419631	7.262094845	7.942514505	10.35259523	7.357552005	8.172427509	7.252665432	8.074141463	13.58965115	9.8008999	8.326429487	8.599912842	11.7652861	9.758223215	7.451211112	8.804131021	7.451211112	7.636624621	8.071462363	7.918863237	7.614709844	7.991521846	8.108524457	8.8008999	8	12.16459272	7.366322214	7.724513853	7.515699838	7.596189756	7.566054038	7.614709844	8.987264012	8.28077077	8.622051819
