Molecule	COR-7349-D2-POST	COR-6215-D2-POST	COR-3717-D2-POST	COR-8330-D2-POST	COR-8763-D2-POST	COR-4361-D2-POST	COR-8843-D2-POST	COR-9546-D2-POST	COR-1481-D2-POST	COR-5218-D2-POST	COR-6604-D2-POST	COR-8468-D2-POST	COR-6302-D2-POST	COR-9198-D2-POST	COR-7256-D2-POST	COR-3195-D2-POST	COR-1957-D2-POST	COR-7085-D2-POST	COR-6176-D2-POST	COR-3560-D2-POST	COR-3661-D2-POST	COR-3708-D2-POST	COR-9818-D2-POST	COR-3504-D2-POST	COR-2465-D2-POST	COR-7414-D2-POST	COR-6698-D2-POST	COR-2674-D2-POST	COR-9151-D2-POST	COR-8066-D2-POST	COR-6685-D2-POST	COR-4856-D2-POST	COR-9223-D2-POST	COR-7101-D2-POST	COR-5623-D2-POST	COR-4181-D2-POST	COR-3427-D2-POST	COR-3194-D2-POST	COR-1548-D2-POST	COR-2400-D2-POST	COR-3315-D2-POST	COR-9446-D2-POST	COR-5554-D2-POST	COR-5136-D2-POST	COR-1168-D2-POST	COR-1665-D2-POST	COR-3985-D2-POST	COR-1002-D2-POST	COR-6913-D2-POST	COR-8446-D2-POST	COR-5087-D2-POST	COR-2349-D2-POST	COR-9359-D2-POST	COR-4616-D2-POST	COR-5429-D2-POST	COR-6308-D2-POST	COR-9348-D2-POST	COR-4994-D2-POST	COR-8852-D2-POST	COR-3309-D2-POST	COR-1278-D2-POST	COR-8111-D2-POST	COR-1404-D2-POST	COR-2854-D2-POST	COR-6297-D2-POST	COR-9350-D2-POST	COR-6709-D2-POST	COR-9643-D2-POST	COR-5319-D2-POST	COR-9943-D2-POST	COR-8625-D2-POST	COR-9970-D2-POST	COR-5456-D2-POST	COR-7257-D2-POST	COR-4806-D2-POST	COR-4847-D2-POST	COR-3722-D2-POST	COR-4271-D2-POST	COR-2455-D2-POST	COR-2823-D2-POST	COR-1592-D2-POST	COR-1433-D2-POST	COR-5797-D2-POST	COR-2950-D2-POST	COR-7717-D2-POST	COR-7714-D2-POST	COR-6711-D2-POST	COR-1141-D2-POST	COR-4617-D2-POST	COR-9868-D2-POST	COR-7264-D2-POST	COR-7610-D2-POST	COR-4209-D2-POST	COR-9504-D2-POST	COR-6813-D2-POST	COR-1699-D2-POST	COR-9633-D2-POST	COR-5449-D2-POST	COR-5530-D2-POST	COR-5800-Other	COR-4582-D1-PRE	COR-6048-D1-PRE	COR-3676-Other
CEP131	8.310612782	9.502831804	10.18053081	8.124121312	12.72024426	7.665335917	10.53235593	9.921840937	8.25502857	10.17617315	10.47471995	9.177419538	9.828136484	12.73502708	8.731319031	8.413627929	10.90350531	8.22881869	11.1234748	10.57742883	8.946906274	9.293471649	10.70822173	11.02859678	10.72706956	11.45172627	9.041659152	11.39981196	11.28944258	9.588714636	11.44734157	9.720244258	9.810571635	10.41309898	9.381542951	9.172427509	9.334273285	9.071462363	12.90717234	14.58932929	9.350939182	8.45532722	9.471675214	10.72024426	9.124121312	13.16254868	8.224001674	10.30149619	8.912889336	9.812979471	10.67860014	12.67474399	11.25089054	9.95419631	10.44035012	10.2137118	6.727920455	10.18858885	9.610102063	8.525520809	11.33119688	10.64069684	13.96407007	10.09275714	9.706496018	12.53746109	11.17086395	9.396604781	10.84235034	7.784634846	9.074141463	10.19537221	10.57553925	10.30947635	10.32305476	9.469641817	12.28814512	9.22881869	8.818582177	13.0513789	10.11634396	11.04780555	10.53040634	9.424166289	12.72035115	10.57506646	9.560332834	7.8008999	12.13699111	8.820178962	9.681238412	8.636624621	13.17102038	11.41045135	11.26268214	11.94982671	9.945443836	8.859534786	8.17990909	12.03960452	12.27219236	9.73809226	11.85525783
CEP290	8.95419631	10.69522829	9.980139578	10.45738088	10.29232163	7.791162889	8.005624549	10.72024426	12.28713519	12.13153547	11.39365859	12.35452489	10.93994645	9.636624621	13.29131462	10.08414401	11.80372753	7.622051819	9.900866808	11.91101741	10.84705735	11.02997735	11.74861218	11.71853288	12.67021364	11.68299458	8.968666793	11.60964047	8.804131021	12.15481811	9.511752654	9.948367232	9.713386515	9.778898476	11.09077405	12.44759986	10.49685378	10.39981196	9.211888295	11.4152136	11.85213933	8.649256178	11.02513956	12.5464122	8.810571635	12.66999228	9.605479518	11.78953364	9.315149562	8.86727874	11.00176003	11.1842555	11.83802206	8.977279923	11.04610085	8.988684687	9.033423002	12.47801117	10.80695233	9.531381461	11.03823313	10.18735207	10.90011206	10.28135051	13.19236988	9.797661526	9.599912842	8.843921051	8.64385619	10.81938079	9.62388149	12.21947107	10.53867395	9.948367232	9.169925001	9.240791332	10.027906	11.58072965	11.09308739	14.05035885	13.6494246	11.83447105	9.312882955	10.95383268	13.73476254	9.926295995	8.933690655	10.42731284	13.10721708	11.67683861	10.78176951	9.622051819	13.30577677	10.49685378	10.42836017	9.364134655	11.43019117	10.22881869	9.836050355	10.72024426	11.06877828	10.40939094	11.51816136
MCAM	6.515699838	6.409390936	5.714245518	5.807354922	5.977279923	4.95419631	5.977279923	5.882643049	9.703903573	5.727920455	5.727920455	6.499845887	6.761551232	6.918863237	7.303780748	5.044394119	7.21916852	5.906890596	5.700439718	6.62935662	8.033423002	6.906890596	5.321928095	6.087462841	5.714245518	7.290018847	5.523561956	6.584962501	6.022367813	8.28077077	6.011227255	7.577428828	5.95419631	5.95419631	5.965784285	6.375039431	6.129283017	6.442943496	7.357552005	6.392317423	6.50779464	5.285402219	6.77478706	6.189824559	5.930737338	13.13883174	5.64385619	7.607330314	5.426264755	5.426264755	9.063395081	6.857980995	5.523561956	5.584962501	7.266786541	5.491853096	5.426264755	7.86727874	6.658211483	6.06608919	6.820178962	6	7.459431619	6.247927513	8.016808288	6.392317423	6.011227255	5.357552005	5.820178962	5.857980995	5.882643049	7.87036472	6.539158811	8.388017285	7.791162889	5.930737338	6.531381461	6.569855608	6.658211483	6.426264755	7.930737338	6.994353437	5.857980995	8.184875343	6.044394119	6.930737338	10.19352536	6.426264755	6.285402219	5.820178962	6.169925001	6.266786541	6.266786541	5.918863237	6.044394119	6.339850003	6.022367813	9.260919534	6.087462841	6.426264755	7.845490051	6.266786541	7.882643049
CFB	6.6794801	7.413627929	5.857980995	7.189824559	6.686500527	5.392317423	7.14974712	6.832890014	5.807354922	6.108524457	5.672425342	7.665335917	6.894817763	6.426264755	6.942514505	5.209453366	8.674192268	5.584962501	6.189824559	7.396604781	7.022367813	7.857980995	5.554588852	7.894817763	6.294620749	8.471675214	5.409390936	7.665335917	6.321928095	8.754887502	6.247927513	5.392317423	6.459431619	6.554588852	7.383704292	6.554588852	7.285402219	6.857980995	6.857980995	8.068778278	7.64385619	6.06608919	7.475733431	7.189824559	5.781359714	9.339850003	5.523561956	8.82336724	4.807354922	5.523561956	5.807354922	7.897845456	5.754887502	6.189824559	7.882643049	5.794415866	6.209453366	9.33315535	7.257387843	6.044394119	6.584962501	6	6.906890596	7.21916852	9.764042217	7.257387843	6.303780748	6.14974712	5.491853096	6.426264755	6.303780748	9.700439718	6.845490051	6.857980995	6.189824559	6.209453366	6.965784285	6.375039431	7.651051691	7.813781191	6.475733431	6.741466986	5.459431619	7.426264755	6.614709844	6.87036472	6.330916878	7.108524457	7.22881869	7.189824559	7.174925683	6.988684687	7.159871337	7	5.845490051	6.426264755	6.475733431	6.055282436	6.599912842	6.894817763	7.607330314	7.17990909	7.515699838
CFL1	5.882643049	6.54689446	5.209453366	6.442943496	5.906890596	4.857980995	5.247927513	6.06608919	5.209453366	5.523561956	5.247927513	6.727920455	5.988684687	5.857980995	5.930737338	5	7.417852515	5.672425342	5.523561956	6.392317423	5.977279923	6.845490051	5.169925001	7.686500527	5.426264755	7.417852515	5.189824559	6.539158811	5.807354922	7.569855608	5.584962501	5.247927513	6.022367813	5.672425342	6.451211112	6	6.584962501	6.087462841	5.727920455	6.894817763	6.569855608	5.523561956	6.592457037	6.442943496	5.426264755	8.022367813	5.169925001	7.77807713	4.64385619	5.392317423	5.392317423	6.982993575	5.14974712	5.584962501	7.103287808	5.303780748	5.523561956	8.22881869	6.21916852	5.672425342	5.781359714	5.169925001	5.87036472	6	8.596189756	6.189824559	5.584962501	5.599912842	5.209453366	6.076815597	5.672425342	10.75822321	6.022367813	6.044394119	5.807354922	6.022367813	6.076815597	5.614709844	6.741466986	6.857980995	5.95419631	5.882643049	5.357552005	6.665335917	5.882643049	5.700439718	6.672425342	6.129283017	6.303780748	7.321928095	6.169925001	6.209453366	6.209453366	6.022367813	5.459431619	5.727920455	6.06608919	5.426264755	5.857980995	6.383704292	6.77478706	6.266786541	7.027905997
CFLAR	7.209453366	8.174925683	7.668884984	7.636624621	7.033423002	5.523561956	9.161131883	7.366322214	6.266786541	6.87036472	6.826548487	8.21916852	8.888743249	6.820178962	7.159871337	5.906890596	8.948367232	6.888743249	6.942514505	9.864186145	7.813781191	8.667111542	6.383704292	8.569855608	7.392317423	9.407267764	6.14974712	8.082149041	8.301496195	9.350939182	9.100662339	6.442943496	7.224001674	7.06608919	8.199672345	7	8.710806434	8.124121312	7.915879379	8	8.440869168	6.768184325	8.984418459	7.409390936	6.321928095	9.672425342	6.714245518	8.909893084	5.392317423	8.214319121	9.698704667	8.477758266	6.599912842	6.577428828	8.50779464	6.807354922	6.50779464	9.570804438	7.515699838	7.098032083	7.312882955	6.607330314	7.426264755	10.78299821	9.985130373	9.162391329	7.159871337	6.781359714	6.159871337	6.965784285	8.539158811	10.98013958	7.330916878	7.845490051	6.918863237	7.696967526	8.839203788	7.13442632	8.285402219	8.30833903	7.339850003	7.562242424	6.17990909	8.008428622	7.475733431	7.22881869	7.108524457	7.479780264	10.32811389	7.475733431	8.049848549	7.022367813	7.82336724	8.622051819	6.339850003	7.098032083	7.475733431	6.942514505	7.321928095	7.665335917	8.266786541	7.636624621	8.381542951
CHMP4A	9.281930027	11.30035256	11.8583696	8.722807531	8.353146825	6.491853096	8.525520809	8.627533884	10.16364968	7.693486957	6.894817763	9.092757141	8.060695932	9.955649908	10.55314928	6.832890014	10.19352536	7.071462363	7.826548487	10.69348696	10.21916852	9.4325419	7.129283017	9.496853777	10.033423	9.876516947	10.10197567	9.151016539	7.562242424	9.994353437	8.339850003	6.832890014	8.409390936	8.682994584	9.45532722	7.912889336	9.339850003	8.804131021	11.25856603	9.512740463	8.763212367	7.434628228	7.813781191	8.810571635	8.310612782	10.61930296	6.87036472	11.10590851	6.159871337	7.451211112	7.820178962	9.283088353	6.64385619	7.985841937	9.370687407	9.224001674	7.257387843	11.71037597	8.46760555	7.864186145	8.224001674	7.87036472	8.736401931	7.942514505	11.1401907	9.330916878	8.113742166	7.707359132	6.87036472	7.50779464	9.917372079	10.47370575	7.977279923	11.72366094	8.859534786	7.430452552	9.226412193	8.209453366	9.71596199	11.49635449	10.97154355	9.66088727	8.807354922	10.02236781	9.414685236	7.876516947	8.797661526	8.388017285	8.451211112	8.784634846	8.497851837	11.82276997	8.933690655	8.836050355	8.878050913	8.539158811	8.21916852	12.65463603	9.176173149	10.6617781	12.98797452	8.562242424	8.596189756
CHMP4B	5.491853096	5.50779464	4.857980995	5.554588852	5.129283017	4.321928095	4.807354922	5.554588852	4.906890596	4.807354922	5	5.977279923	5.375039431	5.554588852	5.459431619	4.64385619	6.754887502	5.392317423	5.044394119	5.714245518	5.686500527	5.894817763	4.807354922	5.807354922	5.022367813	6.491853096	4.95419631	6.011227255	5.169925001	6.768184325	4.807354922	4.700439718	5.357552005	5.22881869	5.426264755	5.754887502	6.247927513	5.375039431	5.554588852	5.845490051	5.64385619	4.857980995	6.50779464	6.108524457	4.64385619	7.405141463	4.754887502	6.754887502	4.087462841	4.906890596	5.087462841	5.988684687	4.523561956	5.209453366	6.22881869	4.832890014	8.098032083	7.491853096	5.807354922	5	5.247927513	4.857980995	5.209453366	5.209453366	7.573647187	6.098032083	5.285402219	4.906890596	5.339850003	6.247927513	5.357552005	11.11113567	5.285402219	5.714245518	5.169925001	5.209453366	5.209453366	5.918863237	6.169925001	6.011227255	5.442943496	6.087462841	4.754887502	5.882643049	5.882643049	5.339850003	5.285402219	5.700439718	5.614709844	5.426264755	6.700439718	5.357552005	5.64385619	5.523561956	4.882643049	5.209453366	5.584962501	4.807354922	5.426264755	5.584962501	6.383704292	5.584962501	7.087462841
CLU	8.328674927	10.42574042	8.164906927	10.36194377	9.900112063	7.761551232	7.17990909	10.32530546	7.592457037	8.982993575	9.252665432	11.1711768	9.793603309	8.686500527	8.791162889	7.238404739	11.70411979	6.906890596	9.142107057	10.11894107	10.48683502	10.85096815	8.294620749	11.29519496	9.392317423	11.67242534	7.238404739	10.40832974	8.290018847	11.94306421	8.839203788	7.169925001	9.651051691	9.385862401	10.5574637	8.447083226	10.58590145	9.850186838	8.665335917	11.06069593	10.34318572	12.32277318	9.023754353	10.04984855	7.584962501	12.62616532	7.45532722	11.50779464	6.21916852	7.144658243	8.647458426	11.33483193	7.813781191	8.797661526	11.10099078	7.714245518	8.826548487	12.35576402	9.049848549	9.405141463	9.691743519	7.491853096	9.682994584	8.686500527	13.19606417	9.674192268	9.17990909	8.815383296	7.442943496	8.921840937	9.126704473	12.27029533	9.682116765	10.01611184	8.041659152	8.157346935	9.029287227	8.994353437	10.45738088	11.08580438	9.113742166	9.339850003	8.252665432	11.01959073	10.34762137	8.857980995	8.668884984	10.02097994	9.866506212	10.07146236	10.01402047	10.21006248	9.991521846	10.23062093	8.005624549	9.407267764	8.727920455	9.82336724	9.702172685	9.445014846	10.66711154	10.20579325	9.319672121
COL18A1	6.539158811	7.906890596	5.894817763	10.14720492	7.434628228	5.614709844	5.357552005	7.523561956	6.754887502	6.584962501	5.614709844	8.157346935	7.321928095	6.62935662	6.700439718	5.426264755	9.257387843	5.614709844	6.426264755	7.577428828	7.238404739	8.328674927	6.434628228	8.558420713	6.303780748	9.246740598	5.554588852	7.829722735	6.658211483	9.096715154	6.475733431	5.539158811	7.392317423	6.781359714	7.965784285	6.727920455	8.019590728	7.098032083	6.523561956	8.350939182	8.019590728	6.169925001	7.409390936	7.562242424	5.930737338	9.659995892	5.672425342	9.038918989	4.614709844	5.700439718	6.442943496	8.588714636	5.754887502	6.459431619	8.299208018	6.129283017	6.539158811	9.799281622	7.060695932	6.658211483	6.982993575	5.700439718	7.076815597	6.417852515	10.32755264	7.169925001	7.562242424	6.499845887	5.321928095	6.894817763	6.64385619	10.57317378	7.426264755	7.038918989	6.592457037	5.882643049	6.882643049	6.459431619	8.038918989	8.451211112	6.942514505	6.754887502	5.459431619	8.087462841	7.022367813	6.693486957	6.614709844	7.483815777	7.417852515	7.54689446	7.417852515	7.262094845	7.375039431	7.434628228	6.044394119	6.794415866	6.741466986	6.22881869	7.17990909	7.118941073	8.038918989	7.714245518	7.826548487
COL3A1	6.554588852	8.06608919	6.491853096	7.714245518	8.027905997	5.672425342	5.95419631	7.531381461	5.754887502	7.17990909	6.209453366	8.539158811	7.611024797	6.483815777	6.857980995	5.727920455	9.376125389	5.845490051	6.754887502	7.832890014	7.607330314	8.891783703	6.108524457	8.914385132	6.475733431	9.547858506	5.807354922	8.164906927	6.807354922	9.438791853	7.74819285	5.614709844	7.098032083	6.882643049	8.157346935	7.06608919	7.842350343	7.554588852	6.882643049	8.588714636	7.988684687	6.491853096	7.658211483	7.599912842	6.087462841	9.741466986	5.894817763	9.120237877	5.129283017	5.977279923	5.95419631	9.139551352	6.044394119	6.672425342	8.17990909	6.022367813	6.794415866	9.847057346	6.832890014	6.832890014	6.977279923	6.721099189	7.375039431	6.882643049	10.74945047	7.46760555	6.672425342	6.781359714	6	7.243173983	6.554588852	12.44850352	7.647458426	7.033423002	6.539158811	7.098032083	7.348728154	9.221587121	8.055282436	8.558420713	7.17990909	7.011227255	5.491853096	8.194756854	7.721099189	7.86727874	6.727920455	7.717676423	7.839203788	7.942514505	7.839203788	7.511752654	7.569855608	7.754887502	5.930737338	6.894817763	6.768184325	6.366322214	7.383704292	7.243173983	8.266786541	8.022367813	7.900866808
COL4A2	6.499845887	7.321928095	6	7.238404739	8.144658243	5.523561956	7.569855608	6.942514505	5.64385619	6.62935662	5.658211483	7.714245518	6.876516947	6.375039431	6.807354922	5.247927513	8.396604781	5.930737338	6.8008999	7.912889336	6.754887502	7.87036472	5.754887502	8.060695932	7.194756854	8.527477006	5.491853096	7.409390936	7.247927513	8.710806434	6.294620749	5.700439718	7.087462841	6.392317423	7.400879436	6.807354922	7.832890014	6.918863237	6.665335917	7.74819285	8.092757141	6.357552005	7.071462363	7.299208018	6.209453366	8.977279923	5.807354922	8.569855608	4.857980995	5.918863237	6.022367813	7.894817763	5.754887502	6.044394119	7.936637939	5.894817763	6.033423002	9.240791332	6.768184325	6.285402219	6.442943496	6.06608919	6.8008999	8.972979786	9.465566405	8.022367813	6.475733431	6.209453366	5.554588852	6.781359714	6.392317423	10.73555602	6.787902559	6.74819285	6.451211112	7.383704292	7.62935662	6.357552005	7.64385619	7.87958325	6.77478706	7.049848549	5.357552005	7.714245518	6.741466986	7.539158811	6.189824559	6.768184325	7	7.038918989	7.252665432	6.918863237	7.62935662	7	5.658211483	6.515699838	6.247927513	6.108524457	6.651051691	6.577428828	7.761551232	7.442943496	8.184875343
COL4A5	6.339850003	6.900866808	5.64385619	6.321928095	6.098032083	4.807354922	9.057991723	6.50779464	5.392317423	5.882643049	6.087462841	6.807354922	6.693486957	6.569855608	6.426264755	5	7.693486957	5.857980995	6.636624621	8.339850003	6.651051691	8.22881869	5.845490051	7.584962501	7.326429487	7.906890596	5.357552005	7.06608919	7.499845887	7.891783703	6.21916852	5.392317423	5.882643049	6.330916878	6.539158811	6.257387843	7.994353437	6.707359132	6.599912842	7.46760555	7.409390936	7	6.942514505	6.658211483	5.64385619	8.189824559	6.044394119	7.839203788	4.700439718	5.64385619	5.794415866	7.50779464	5.523561956	5.807354922	7.948367232	5.491853096	5.700439718	8.383704292	6.409390936	6.22881869	6.686500527	6.169925001	6.693486957	10.04302728	8.592457037	8.620219826	6.14974712	5.64385619	5.459431619	6.303780748	6.139551352	10.97906787	6.247927513	6.882643049	6.392317423	6.475733431	8.781359714	6.475733431	7.276124405	6.918863237	6.599912842	6.584962501	5.523561956	7.071462363	7.076815597	6.491853096	6.409390936	6.357552005	6.636624621	6.442943496	8.030667136	6.523561956	7.936637939	6.584962501	5.584962501	6.129283017	7.238404739	6.14974712	6.266786541	6.247927513	7.348728154	6.483815777	8.019590728
CPSF6	6.303780748	7.651051691	5.906890596	7.434628228	8.25502857	5.321928095	5.14974712	7.209453366	5.64385619	6.426264755	5.599912842	7.686500527	6.839203788	6.658211483	6.965784285	5.129283017	8.700439718	5.672425342	6.118941073	7.379378367	6.936637939	7.882643049	5.820178962	7.912889336	6.169925001	8.491853096	5.392317423	8.939579214	6.442943496	8.77148947	6.108524457	5.285402219	7.199672345	6.658211483	7.442943496	6.515699838	7.686500527	6.942514505	6.238404739	8.071462363	7.584962501	6.129283017	7.409390936	7.596189756	5.727920455	9.164906927	5.672425342	9.088788239	4.64385619	5.700439718	6.108524457	8.164906927	5.672425342	6.339850003	8.105908509	6.768184325	6.169925001	9.347621369	7.566054038	6.348728154	7.396604781	5.882643049	6.906890596	6.754887502	9.942514505	6.994353437	6.375039431	6.22881869	5.754887502	6.475733431	6.554588852	10.50531536	6.960001932	6.727920455	6.076815597	6.209453366	6.339850003	6.348728154	7.442943496	7.87036472	6.882643049	6.614709844	5.129283017	7.832890014	6.714245518	6.409390936	6.392317423	7.14974712	7.118941073	7.21916852	7.17990909	6.918863237	7.199672345	7.098032083	6.044394119	6.614709844	6.6794801	6.098032083	6.894817763	6.832890014	8.002815016	7.422064766	7.434628228
CRADD	7.033423002	8.515699838	6.562242424	8.240791332	8.01402047	6.118941073	8.442943496	7.982993575	7.426264755	7.321928095	7.033423002	8.903881846	7.988684687	7.409390936	7.303780748	6.108524457	9.578372691	8.475733431	7.159871337	8.927777962	8.01402047	9.053925882	6.475733431	9.14974712	7.339850003	9.695228291	6.303780748	10.82137539	8.038918989	9.782998209	7.06608919	7.550746785	7.636624621	7.479780264	8.517669388	9.651051691	8.405141463	8.204571144	7.62935662	8.903881846	8.722807531	7.159871337	8.727920455	8.6794801	6.741466986	10.58871464	6.554588852	9.810571635	5.459431619	6.807354922	6.64385619	9.20701432	6.665335917	7.459431619	9.019590728	6.62935662	7.044394119	10.18982456	8.584962501	7.426264755	7.727920455	7.562242424	7.665335917	9.814582466	10.86495992	8.887220615	7.199672345	7.038918989	13.2182605	7.357552005	7.400879436	10.67683861	7.918863237	7.584962501	6.965784285	7.781359714	8.566054038	7.139551352	8.789533645	8.951284715	8.519636253	8.13442632	6.95419631	8.523561956	7.658211483	11.25797706	6.942514505	7.957102042	8.588714636	8.108524457	8.194756854	8.290018847	8.182394353	8.005624549	6.523561956	7.392317423	7.214319121	7.784634846	7.696967526	7.714245518	8.727920455	9.494855584	10.88034881
AGGF1	6.459431619	7.511752654	9.703038389	7.918863237	6.839203788	5.64385619	6.339850003	7.169925001	6.768184325	6.857980995	5.781359714	7.982993575	7.108524457	9.769837844	7.577428828	5.339850003	8.851749041	5.727920455	7.73470962	7.405141463	8.118941073	9.46760555	5.820178962	8.290018847	6.169925001	8.768184325	5.614709844	7.761551232	6.562242424	9.220378328	6.54689446	6.044394119	6.942514505	8.182394353	8.533329732	7.016808288	7.700439718	7.519636253	6.442943496	9.016808288	7.672425342	6.129283017	7.491853096	7.46760555	6.754887502	9.330916878	7.658211483	10.32023645	5.539158811	5.584962501	6.672425342	8.375039431	5.523561956	6.17990909	8.273795599	6.129283017	6.321928095	10.29059489	7.375039431	6.303780748	8.878050913	8.535275377	6.994353437	6.266786541	9.871905238	7.50779464	10.69740201	6.375039431	5.845490051	7.033423002	6.87036472	10.27262978	7.011227255	7.098032083	6.539158811	6	13.23870328	6.658211483	9.095397023	8.957102042	7.353146825	7.483815777	5.768184325	7.960001932	9.934428041	6.584962501	7.092757141	7.22881869	7.434628228	7.596189756	7.247927513	7.383704292	7.169925001	7.573647187	6.169925001	6.459431619	6.77478706	6.375039431	6.965784285	6.882643049	8.022367813	7.888743249	7.562242424
CTNNA2	7.257387843	9.247927513	6.475733431	8.276124405	7.912889336	6.044394119	6.199672345	8.14974712	6.312882955	7.357552005	10.15101654	13.1049263	8.14974712	8.348728154	8.027905997	5.807354922	10.4152136	7.357552005	7.257387843	8.335390355	7.882643049	8.8008999	7.076815597	9.157346935	11.03066714	10.74567432	5.95419631	8.54689446	6.894817763	9.769011321	6.857980995	5.906890596	7.607330314	7.375039431	8.799281622	12.21340804	8.25502857	7.761551232	9.247927513	9.238404739	8.560332834	7.044394119	8.807354922	12.20884399	7.588714636	10.22400167	7.103287808	10.11634396	6.266786541	6.569855608	7.353146825	9.221587121	6.727920455	6.965784285	9.163649676	6.442943496	7.033423002	10.35038674	7.82336724	7.098032083	8.603626345	6.6794801	7.686500527	6.8008999	11.02167404	7.936637939	11.55506839	7.011227255	6.392317423	7.787902559	7.897845456	10.4252159	7.820178962	7.442943496	7.74819285	6.62935662	7.689997971	7.383704292	8.442943496	9.385862401	8.364134655	11.70087316	5.906890596	8.754887502	7.584962501	8.73978061	8.8008999	8.011227255	7.988684687	8.144658243	8.194756854	9.113742166	8.204571144	9.250298418	7.294620749	8.139551352	7.357552005	7.330916878	8.741466986	7.426264755	8.586839788	8.54303182	9.729620744
MIA3	6.14974712	6.64385619	6	6.686500527	5.930737338	5	6.321928095	6.584962501	5.930737338	5.807354922	5.754887502	6.6794801	6.266786541	6.77478706	6.392317423	8.174925683	7.499845887	5.672425342	5.491853096	7.139551352	6.247927513	6.930737338	5.357552005	7.055282436	7.50779464	7.636624621	5.247927513	7.159871337	6.098032083	7.936637939	6.087462841	5.169925001	6.459431619	7.339850003	6.607330314	6.409390936	6.686500527	6.357552005	8.786269628	6.942514505	7.011227255	5.475733431	6.988684687	9.144658243	5.64385619	8.199672345	5.584962501	7.622051819	5.044394119	7.607330314	5.906890596	7	5.285402219	5.882643049	7	6.189824559	5.882643049	8.194756854	6.965784285	6.022367813	7.139551352	6.022367813	6.95419631	7.569855608	8.710806434	6.686500527	5.882643049	5.754887502	5.129283017	9.11113567	5.781359714	10.76321237	5.918863237	6.87036472	6.50779464	5.882643049	7.434628228	6.076815597	6.906890596	7.640244936	7.330916878	7.169925001	5.523561956	7.154818109	6.451211112	6.108524457	5.906890596	6.409390936	6.475733431	6.531381461	6.169925001	6.303780748	7.033423002	6.366322214	6.761551232	6.108524457	6.044394119	5.754887502	6.554588852	6.14974712	7.159871337	6.64385619	7.942514505
CTSA	8.243173983	9.746514321	8.296916207	9.446049407	9.064742765	7.055282436	11.23481743	9.084808388	7.199672345	8.383704292	7.654636029	10.18115226	9.214319121	8.005624549	9.118941073	6.820178962	10.83920379	6.924812504	8.721099189	10.51224664	9.142107057	10.53235593	7.651051691	10.4419067	8.632995197	10.88187871	7.082149041	9.693486957	9.204571144	11.06474276	8.204571144	6.988684687	8.330916878	8.442943496	9.649256178	8.076815597	9.960725995	9.366322214	8.751544059	10.13185696	9.923327485	8.539158811	8.303780748	8.936637939	7.169925001	11.45532722	7.909893084	10.72280753	5.965784285	7.17990909	7.21916852	10.25679839	7.64385619	7.97441459	10.68299458	7.247927513	8.082149041	11.48582931	8.392317423	8.339850003	8.577428828	7.832890014	8.897845456	12.31061278	12.18021998	10.61516981	8.317412614	8.082149041	7.044394119	8.224001674	8.30833903	11.52503135	9.184875343	8.710806434	7.6794801	8.060695932	9.927777962	8.477758266	9.689997971	10.13699111	8.483815777	8.529430554	6.714245518	9.808964175	9.103287808	8.271463028	7.991521846	9.169925001	9.339850003	9.245552706	9.842350343	9.036173613	9.77478706	9.419960178	7.303780748	8.339850003	8.095397023	7.851749041	9.2644426	8.736401931	9.959277506	9.353146825	9.480790201
CDKN1A.1	7.988684687	8.342074668	8.54689446	8.668884984	7.724513853	6.459431619	7.266786541	8.527477006	6.727920455	7.348728154	6.14974712	9.245552706	7.95419631	8.45532722	7.392317423	6.22881869	11.00105627	6.741466986	8.294620749	8.174925683	8.461479447	9.036173613	7.442943496	9.391243589	7.64385619	10.36959735	6.87036472	8.438791853	8.451211112	10.34540525	7.948367232	6.499845887	7.768184325	8.52160044	8.52160044	10.41943355	8.082149041	8.945443836	8.779719355	9.252665432	9.079484784	11.23840474	8.62388149	8.079484784	7.707359132	10.74483384	7.28077077	9.810571635	5.584962501	6.918863237	6.918863237	9.033423002	6.965784285	7.515699838	8.290018847	6.584962501	7.651051691	10.66799854	7.754887502	7.451211112	7.511752654	8.915879379	9.049848549	7.252665432	11.07915141	7.965784285	8.159871337	7.022367813	6.622051819	7.592457037	7.607330314	11.53065018	8.276124405	8.055282436	7.199672345	7.330916878	8.033423002	8.46760555	9.002815016	9.426264755	7.77478706	8.640244936	7.77478706	8.896332404	8.477758266	7.888743249	7.523561956	8.513727596	8.394462695	8.782998209	8.686500527	7.891783703	7.971543554	8.754887502	7.169925001	7.77478706	7.622051819	7.471675214	9.131856961	8.245552706	8.703903573	8.174925683	9.126704473
